,location,google_results
2718,"Edinburgh, UK (Part of ETAPS 2005)",552000
2719,"Nuremberg, Germany",58800000
2720," Edinburgh, Scotland, UK - Volume 2",35200000
2721," Edinburgh, Scotland, UK - Volume 1",99100000
2722,"Jeju Island, Korea - Companion Volume",118000
2723,"St Louis, Missouri, USA - Software Engineering Education",12500000
2724,"Takamatsu, Kagawa, Japan",1220000
2725,"St Louis, Missouri, USA",665000000
2726,"Colchester, Essex, UK",20400000
2727,"Ayia Napa, Cyprus",6170000
2728,"Coventry, UK - Volume 1",10800000
2729,"Coventry, UK - Volume 2",9280000
2730,"Coventry, UK - Selected Papers",6570000
2731,"Jersey City, New Jersey, USA",1800000000
2732,Bamberg,45600000
2733,"Dublin, Ireland - Education Papers",19900000
2734,"Sevilla, Spain",180000000
2735,"Newcastle, NSW, Australia",96000000
2736,"Uberlândia, MG, Brazil",8770000
2737,"Brussels, Belgium - ESUG",68900
2738,"Dublin, Ireland - State of the Art Reports",45200000
2739,"Taipei, Taiwan, Republic of China",58600000
2740,"Laguna Beach, CA, USA",61300000
2741," Fukuoka, Japan - Volume 1",13000000
2742," Fukuoka, Japan - Volume 2",12700000
2743,"St. Augustine, FL, USA",47400000
2744,"La Jolla, San Diego, California, USA",53200000
2745,"Waikoloa, Hawaii, USA",390000
2746,"Hefei, China",25700000
2747,"Klagenfurt, Austria - Workshops",10600000
2748,"Edinburgh, Scotland, UK (Part of ETAPS 2005)",538000
2749,"University of Michigan, USA",706000000
2750,"Detroit, Michigan, USA (Supplement of Bioinformatics)",982000
2751,"Grenoble, France - Doctoral Symposium",5430000
2752,"Salvador, Bahia, Brazil",64800000
2753,"Girona, Spain",59400000
2754,"San Diego, CA, USA - Workshops",98900000
2755,"Kharagpur, India",13400000
2756,"Adelaide, SA, Australia",200000000
2757,"Regina, Canada",186000000
2758,"Vienna, Austria - Volume 2",234000000
2759,"Jersey City, NJ, USA",408000000
2760,"Victoria, British Columbia, Canada",131000000
2761,"Cape Cod, MA, USA",214000000
2762,"Palma, Illes Balears, Spain",8020000
2763,"Jeju Island, South Korea",10100000
2764,"Herndon, VA, USA",13100000
2765,"Saratoga Springs, New York, USA",8760000
2766,"Towson, Maryland, USA",13900000
2767,"Trondheim, Norway, DBISP2P 2006",105000
2768,"Cagliari, Italy",61100000
2769,"San Diego, CA, USA - Volume 2",476000000
2770,"Probabilistic, Logical and Relational Learning 2005",4080000
2771,"Sanya, Hainan, China",4120000
2772,"Gammarth, Tunisia",837000
2773,"Waterloo, Canada",118000000
2774,"Munich, Germany - PERMID",6310000
2775,"Zhangjiajie, China",3400000
2776,"Utrecht, The Netherlands / TADA@IJCAI 2005",17500
2777,"Paris, France - Workshop on Safety and Context",37300000
2778,"Los Angeles, California, USA - Electronic Art and Animation Catalog",36200000
2779,"Dublin, Ireland - Short Presentations",24500000
2780,"Baltimore, Maryland, USA (SIGMOD 2005 Workshop)",63200
2781,"Eugene, OR, USA & 2006",74000000
2782,"Honululu, HI, USA",41600000
2783,"Kobe, Japan - Volume 2",13100000
2784,"Kobe, Japan - Volume 3",16600000
2785,"Kobe, Japan - Volume 4",27400000
2786,"Kobe, Japan - Volume 5",18800000
2787,"Kobe, Japan - Volume 6",19400000
2788,"Kobe, Japan - Volume 1",15300000
2789,"St. Andrews, New Brunswick, Canada",7040000
2790,"Los Angeles, California, USA - Award",396000000
2791,"Los Angeles, California, USA - Courses",999000000
2792,"Halifax, Novia Scotia, Canada",48200000
2793,"Sunderland, England, UK",63200000
2794,"San Diego, CA, USA - Volume 1",599000000
2795,"Kassel, Germany",64300000
2796,"Burlingame, CA, USA",12200000
2797,"Florence, Italy - Volume 4",117000000
2798,"Gold Coast, Queenslands, Australia",120000000
2799,"Florence, Italy - Volume 3",131000000
2800,"Florence, Italy - Volume 7",116000000
2801,"Santa Cruz, CA, USA - Selected Papers",49400000
2802," Los Angeles, CA, USA - Emerging Technologies",35900000
2803,"Wuhan,China",102000000
2804,"Scottsdale, AZ, USA - KEYS Workshop",487000
2805,"Cuiaba, Brazil - Companion",275000
2806," Los Angeles, CA, USA - Talks",55300000
2807," Los Angeles, CA, USA - Posters",309000000
2808,"Los Angeles, CA, USA - Mobile",583000000
2809,"Quebec City, QC, Canada",75900000
2810,"Bordeaux, France - Best of Volume",162000000
2811,"Halifax, NS, Canada",53900000
2812,"Charlottetown, Prince Edward Island, Canada",7000000
2813,"San Jose, CA, USA / Pune, India",16500000
2814,"Macau, China - Workshops",24500000
2815,"Rome,Italy",577000000
2816,"Wuyishan, Fujian, China",231000
2817,"Lafayette, IN, USA",121000000
2818,"Lemgo, NRW, Germany",5750000
2819,"São Paulo, São Paulo, Brazil - Short Papers",219000000
2820," Tallinn, Estonia",101000000
2821," Santiago, Chile",616000000
2822,"Catania, Italy - Volume 1",34400000
2823,"Catania, Italy - Volume 2",37900000
2824,"Catania, Italy - Volume 4",30300000
2825,"Zurich,Switzerland",299000000
2826,"Macau, Macao",35300000
2827,"Cuenca, Equador",59400000
2828,"Catania, Italy - Volume 3",28100000
2829,"Smolenice, Slovakia",257000
2830,"Palermo, Sicily, Italy",14300000
2831,Regensburg,67600000
2832,"Evanston, IL, USA",20600000
2833,"Curitiba, Paraná, Brazil",57300000
2834,"Istanbul, Turkey (in conjuction with VLDB 2012)",94600
2835,"Ouro Preto, Brazil - Tutorials",429000
2836,"Orlando, FL, USA - Workshops",29000000
2837,"Cádiz, Spain",101000000
2838,"Québec City, QC, Canada",75600000
2839,"Cagliari, Sardinia, Italy - Posters",147000
2840,"Burlingame, California, USA",14000000
2841,"Graz, Austria - Posters & Demos",15400000
2842,"Beijing, China - BigMine Workshop",331000
2843,"Cagliari, Sardinia, Italy - Short Papers",945000
2844,"Cagliari, Sardinia, Italy - State of the Art Reports",736000
2845,"Seattle, WA, USA - Companion Volume",8840000
2846,"Thiruvananthapuram, India",67100000
2847,"Shenzhen, China - Workshops",4210000
2848,"San Sebastian, Spain - Selected Papers",2880000
2849,"Wuxi, Jiangsu Province, China",1280000
2850,"Cagliari, Sardinia, Italy - Education Papers",778000
2851,"Vilnius, Lithuania - Local Proceedings",570000
2852,"Harbin, China - Workshops",794000
2853," Harbin, China",22900000
2854,"Boston, MA, USA - Ontology Matching",1040000
2855,"Burlingame,California,USA",14000000
2856,"Helsinki, Finland - Companion Volume",1110000
2857,"Portsmouth, NH, USA",11800000
2858,"Huntington Beach, CA, USA",46700000
2859,"Maui, HI, Georgia, USA",39000000
2860,"Paphos, Cyprus - HP-MOSys",18600
2861,"Guzelyurt, Cyprus",659000
2862,"Opole, Poland / Düsseldorf, Germany",199000
2863,"Melbourne, FL, USA",152000000
2864,"San Jose, CA, USA - Hot-ICE",45300000
2865,"Vilamoura, Algarve, Portugal - Volume 1",1140000
2866,"Vilamoura, Algarve, Portugal - Volume 2",825000
2867,"Vilamoura, Portugal - Revised Selected Papers",240000
2868,"Providence, RI, USA - Workshops",11500000
2869,"Xi'an, Shaanxi, China",16200000
2870,"Manchester, UK - ATx/WInG",674000
2871,"Playa Vista, USA",78600000
2872,"Displaying, Processing, Hardcopy, and Applications 2012",2440000
2873," Honolulu, HI, USA",42900000
2874,"Porto, Portugal - Selected Papers",9490000
2875," Porto, Portugal",346000000
2876,"York, United Kingdom",1860000000
2877,"Tallinn, Estonia (Satellite Event of ETAPS 2012)",8920
2878,"Ostrava, Czech Republic - Special Sessions",1020000
2879,"Berlin, Germany - Workshop",56000000
2880,"Niterói, Brazil",26400000
2881,"Cork, Ireland - Technical Communications",38500000
2882,"Guzelyurt, TRNC, Cyprus",398000
2883,"Zurich, Switzerland - Dirk Bartz Prize",40800
2884,"Denton, TX, USA",32300000
2885,"Zurich, Switzerland - Education Papers",38200000
2886,"Copenhagen, Denmark - Adjunct",776000
2887,"Brussels, Belgium - Workshop",26000000
2888,"Biomedical Applications in Molecular, Structural, and Functional Imaging 2015",61500000
2889,"Northampton, Massachusetts, USA",20100000
2890,"Rotterdam, The Netherlands - Workshops",48200000
2891,"Guangzhou, China - Workshops",4170000
2892,"Kyoto, Japan - Part II",225000000
2893,"Kyoto, Japan - Part I",85600000
2894,"Lincoln, United Kingdom",176000000
2895,"Pittsburgh, PA, USA - Volume 1",148000000
2896,"Pittsburgh, PA, USA - Volume 2",137000000
2897,"Ponta Delgada, Portugal",17300000
2898,"Torremolinos, Malaga, Spain",11600000
2899,"Dubrovnik/Cavtat, Croatia",2400000
2900,"Dubrovnik/Cavtat, Croatia - Workshops",90200
2901,"Taichung, Taiwan - Stephen S. Yau Academic Symposium",31000
2902,"San Juan, Puerto Rico - Workshops",36800000
2903,"Genoa, Italy - Workshops",9560000
2904,"Barcelona, Spain / Bozen, Italy",8160000
2905,"München, Germany - Workshops",22300000
2906,"Genoa, Italy - Part I",15700000
2907,"Genoa, Italy - Part II",58500000
2908,"Atlanta, GA, USA - Companion",11000000
2909,"Sestri Levante, Italy, Volume 1",1460000
2910,"Sestri Levante, Italy, Volume 2",1170000
2911,"Hanoi, Vietnam - Volume 1",11300000
2912,"Colmar, France - Revised Selected Papers",390000
2913,"Lódz, Poland - Position Papers",794000
2914,"Lódz, Poland",74800000
2915,"Hanoi, Vietnam - Volume 2",12100000
2916,"Gaithersburg, MD, USA - Workshops",442000
2917,"Fukuoka, Japan - Workshops",1510000
2918,"Rosario, Argentina",158000000
2919,"Osaka, Japan - Adjunct",271000
2920,"Knoxville, TN, USA",87800000
2921,"Palisades, NY, USA",14500000
2922,"San Francisco, California, United States",1030000000
2923,"Lincoln, NE, USA - Workshops",16300000
2924,"Hyderabad, India / 2016",288000000
2925,"Rennes, France / 15th EGC 2015",306000
2926,"Boston, MA, USA - Workshops",75900000
2927,"Kolkata, India - Special Track on Applications",18900000
2928,"Gallipoli, Italy",8210000
2929,"Ohrid, Republic of Macedonia",3650000
2930,"Seoul, South Korea - Workshops",20500000
2931,"Portsmouth, UK - Part I",71000000
2932,"Portsmouth, UK - Part II",107000000
2933,"Portsmouth, UK - Part III",4520000
2934," Chapel Hill, North Carolina, USA",106000000
2935,"Hyderabad, India - Workshops",13300000
2936,"Displaying, Processing, Hardcopy, and Applications 2015",2260000
2937,"Lemgo, Germany",6620000
2938,"Bangalore, India - Companion Volume",12800000
2939,"Lisbon, Portugal - Volume 1",80600000
2940,"Lisbon, Portugal - Volume 2",76300000
2941,"Sapporo, Hokkaido, Japan",25000000
2942,"Barcelona, Spain / Fabulous 2016",8710000
2943,"Colmar, Alsace, France - Selected Papers",5450000
2944,"Cali, Colombia",270000000
2945,"Portland, OR, USA - Extended Abstracts",7440000
2946,"St. Petersburg, Russian Federation",22300000
2947,"Lisbon, Portugal - Revised Selected Papers",1790000
2948,"Vancouver, BC, Canada - Posters & Demos",1230000
2949,"Vancouver, BC, Canada - Industry Track",20900000
2950,"Waikiki, HI, USA",3740000
2951,"Suwon, South Korea",9480000
2952,"Sant Feliu de Guixols, Spain",868000
2953,"Nara,Japan",86100000
2954,"Lecce, Italy - Part I",4650000
2955,"Lecce, Italy - Part II",2560000
2956,"Trujillo, Spain",22100000
2957,"Taormina, Ital",9490000
2958,"Heidelberg, Germany - Adjunct",499000
2959,"Eindhoven, The Netherlands (Part of ETAPS 2016)",35100
2960,"Cadiz, Spain",42700000
2961,"Yantai, China",7570000
2962,"Tokyo, Japan - Part II",232000000
2963,"Ljubljana, Slovenia - BPMDS / EMMSAD",11000
2964," Dallas, Texas, USA",614000000
2965," Dijon, France",101000000
2966,"Cambridge, Massachusetts",325000000
2967," Yorktown Heights, NY, USA",983000
2968,"Marina del Rey, California, USA",28000000
2969,"Oxford, England",825000000
2970,"Trondheim, Norway 1986",1920000
2971,"Brighton, UK",222000000
2972,"Lisbon, Portugal",153000000
2973,Luxembourg,435000000
2974,"Las Vegas, NV, USA",549000000
2975,"Noordwijkerhout, The Netherlands",619000
2976," Bernried, Germany",726000
2977," Orsay, France",37000000
2978,"Capri, Italy",68500000
2979,"Trento, Italy",49900000
2980," Berkeley, California, USA",201000000
2981,"Dublin, Ireland",350000000
2982," Aachen, Germany",71000000
2983,London,3160000000
2984,"Philadelphia, PA",503000000
2985,"Smolenice, Czechoslovakia",86800
2986," Los Angeles, CA, USA",1550000000
2987,"Pacific Grove, California, USA",28400000
2988," Nice, France",1670000000
2989," Kyoto, Japan",138000000
2990," Brighton, England",206000000
2991,"Vancouver, Canada",356000000
2992," Charlotte, North Carolina, USA",293000000
2993,"Annapolis, Maryland, USA",24000000
2994,"Pittsburgh, Pennsylvania, USA",296000000
2995," Pune, India",388000000
2996," Como, Italy",617000000
2997,Darmstadt,68100000
2998," San Francisco, California",1310000000
2999,"Linz, Österreich",43600000
3000," Karlsruhe, Germany",86200000
3001," Seattle, WA, USA",373000000
3002,"Brussels, Belgium",259000000
3003,"Palo Alto, California",128000000
3004," Amsterdam, The Netherlands",512000000
3005," Darmstadt, Germany",68100000
3006," Pisa, Italy",109000000
3007," Waterloo, Ontario, Canada",133000000
3008,"Raleigh, North Carolina, USA",148000000
3009,"Sydney, Australia",628000000
3010,"Seattle, Washington",420000000
3011," Dallas, Texas",604000000
3012,"Fairfax, Virginia, USA",14200000
3013,"The Pennsylvania State University, University Park, PA, USA",119000000
3014,"White Plains, New York, USA",53200000
3015,"Kingston, Ontario, Canada",252000000
3016,"Budapest, Hungary",221000000
3017," Duisburg, Germany",45400000
3018,"Scottsdale, AZ, USA",86000000
3019,"Pune, India",388000000
3020,"Madison, Wisconsin",343000000
3021," Denver, CO, USA",458000000
3022,"New York, NY, USA, USA",2130000000
3023,Aberdeen,93600000
3024,"Monterey, CA, USA",79500000
3025,"Cannes, France",141000000
3026," Rome, Italy",563000000
3027,"Oslo, Norway",214000000
3028,"Miami, Florida, USA",815000000
3029,Marburg,39200000
3030,"Seoul, Korea",3870000000
3031," Seattle, Washigton, USA",450000000
3032,"Louisville, Kentucky, USA",118000000
3033,Frankfurt/Main,319000000
3034," Litchfield Park, Arizona, USA",1740000
3035,"Pittsburg, Pennsylvania, USA",296000000
3036,"Boston, MA, USA - Panels",19600000
3037,"Boston, MA, USA - Art Show Catalog",326000000
3038," Lisbon, Portugal",153000000
3039,"Reinhardsbrunn Castle, GDR",15300
3040,"Nottingham, UK",96600000
3041,"Stanford, CA, USA",161000000
3042,"Rio de Janeiro, Brazil",346000000
3043," Boston, MA, USA",879000000
3044,Zürich,182000000
3045," Portland, Oregon",378000000
3046," Tübingen, Germany",44200000
3047," London, England",1510000000
3048,"Santa Barbara, California",235000000
3049,"Mannheim, Germany",87400000
3050,"Enschede, The Netherlands",28100000
3051,"Cape Cod, Massachusetts, USA",62900000
3052,"Ulm, Germany",56500000
3053," Copenhagen, Denmark",181000000
3054," Kiev, USSR",3920000
3055,"Skokie, USA",12600000
3056,"Volkse, Germany",340000
3057,"Montpellier, France",148000000
3058,"Snowbird, Utah, USA",539000
3059,"Wien, Österreich",215000000
3060,"Rostock, Germany",49100000
3061, Melbourne,537000000
3062,"Urbana-Champaign, IL, USA",44000000
3063,Dagstuhl,3360000
3064,"Irvine, California, USA",101000000
3065,"Trier, Germany",63200000
3066, Bristol,348000000
3067,"Newcastle Upon Tyne, UK",52300000
3068," Charlotte, NC, USA",207000000
3069,"Noordwijk, The Netherlands",5060000
3070," Skokie, Illinois, USA",7060000
3071," Warwick University, England",31400000
3072," Dallas, Texas, USA - Panels",43500000
3073,"Niagara Falls, Canada",49500000
3074," Jerusalem, Israel",245000000
3075,"Seattle, WA, USA",373000000
3076," Bergen, Norway",101000000
3077," Atlantic City, NJ",448000000
3078," Eilat, Irael",6750000
3079," Rouen, France",93900000
3080,"Hakodate, Japan",5730000
3081,"Greenville, South Carolina, USA",101000000
3082," Zürich, Switzerland",260000000
3083," Lausanne, Switzerland",65200000
3084,"Herndon, VA, USA, USA",15000000
3085,"Ottawa, Ontario, Canada",215000000
3086,"Little Rock, Arkansas, USA",287000000
3087," Brisbane, Queensland, Australia",251000000
3088," Nancy, France",321000000
3089,"Miami Beach, Florida",552000000
3090," Berkeley, CA, USA",176000000
3091,"Paris, France - Workshops",295000000
3092," Manchester, UK",708000000
3093," Kaiserslautern, Germany",33600000
3094,"Santa Cruz, California",311000000
3095," Arlington, Texas, USA",118000000
3096,"Prague, Czechoslovakia",9640000
3097,"Eindhoven, The Netherlands - Volume 2",68100000
3098,"Eindhoven, The Netherlands - Volume 1",67300000
3099,Bremen,170000000
3100," Chicago, Illinois, USA",1190000000
3101," Paris, France - Workshops",295000000
3102,"Milan, Italy",389000000
3103,"San Jose, CA, USA",971000000
3104,"Roskilde, Denmark",33000000
3105,Palermo,196000000
3106," Denver, Colorado",374000000
3107," Trondheim, Norway",42000000
3108,Oldenburg,55900000
3109," Hamburg, Germany",354000000
3110," Syracuse, New York, USA",97600000
3111," Providence, RI, USA",33300000
3112," Madrid, Spain",894000000
3113," Oxford, England",825000000
3114," Kobe, Japan",141000000
3115," Victoria, BC, Canada",556000000
3116,"Albuquerque, NM, USA",127000000
3117,"Athens, Greece",259000000
3118,"Cleveland, Ohio, USA",389000000
3119," Leuven, Belgium",49000000
3120,"Madrid, Spain",894000000
3121," Houston, Texas, USA",693000000
3122,"Leeds, UK",196000000
3123,"Taipei, Taiwan",199000000
3124,"Durham, NC, USA",190000000
3125,"San Francisco, California",1310000000
3126,"Banff, Alberta, Canada",23700000
3127," Las Cruces, NM, USA",11500000
3128,Freiburg,111000000
3129,"Research Triangle Park, North Carolina, USA",25000000
3130,"Glasgow, Scotland",209000000
3131,"Boulder, Colorado",155000000
3132,"Edinburgh, Scotland, UK",171000000
3133,"Phoenix, Arizona, USA",399000000
3134,"Tokyo, Japan - Part I",478000000
3135,"Ljubljana,Slovenia",62900000
3136,"Phuket, Thailand - Workshops",13200000
3137,"Halifax, NS, Canada - Extended Proceedings",569000
3138,"Gifu, Japan - Workshops",448000
3139,"Paris,France",2460000000
3140,"Kauai, HI, USA",2680000
3141,"Santa Barbara, CA, USA - Part I",128000000
3142,"Santa Barbara, CA, USA - Part II",139000000
3143,"Santa Barbara, CA, USA - Part III",104000000
3144,"Cairns, QLD, Australia",74300000
3145,"St Andrews, UK",165000000
3146,"Toulouse, France - Workshops",24700000
3147,"Silver Spring, MD, USA",95600000
3148,"Tokyo, Japan - Adjunct Volume",1180000
3149,"Riga, Latvia - Projects/Products",2350000
3150,"Okinawa, Japan - Short Papers",5560000
3151,"Towson, MD, USA",13200000
3152,"Ann Arbor, MI, USA - Adjunct Proceedings",10300000
3153,"Quebec, QC, Canada",352000000
3154,"Vladivostok, Russia - Supplement",859000
